prefix	name	homepage	uri_prefix
lom		http://data.opendiscoveryspace.eu/	http://data.opendiscoveryspace.eu/lom_ontology_ods.owl#$1
losp		http://sparql.sstu.ru:3030/speciality/	http://sparql.sstu.ru:3030/speciality/$1
loted		http://loted.eu/	http://loted.eu/ontology#$1
lsc		http://linkedscience.org/lsc/ns#	http://linkedscience.org/lsc/ns#$1
lslife		http://elseweb.cybershare.utep.edu/ontologies	http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-lifemapper.owl#$1
lsmap		http://ontology.cybershare.utep.edu/ELSEWeb/mappings/elseweb-mappings.owl	http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-data.owl#$1
lsq		http://aksw.github.io/LSQ/	http://lsq.aksw.org/vocab#$1
lsweb		http://elseweb.cybershare.utep.edu/ontologies	http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-data.owl#$1
lswmo		http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-modelling.owl	http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-modelling.owl#$1
lswpm		http://elseweb.cybershare.utep.edu/ontologies	http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-lifemapper-parameters.owl#$1
ludo		http://ns.inria.fr/ludo	http://ns.inria.fr/ludo$1
ludo-gm		http://ns.inria.fr/ludo/v1/gamemodel#	http://ns.inria.fr/ludo/v1/gamemodel#$1
ludo-gp		http://ns.inria.fr/ludo/v1/gamepresentation#	http://ns.inria.fr/ludo/v1/gamepresentation#$1
ludo-vc		http://ns.inria.fr/ludo/v1/virtualcontext#	http://ns.inria.fr/ludo/v1/virtualcontext#$1
ludo-xapi		http://ns.inria.fr/ludo/v1/xapi	http://ns.inria.fr/ludo/v1/xapi#$1
lv		http://purl.org/lobid/lv	http://purl.org/lobid/lv#$1
lvont		http://www.lexvo.org/	http://lexvo.org/ontology#$1
lyou		http://purl.org/linkingyou/	http://purl.org/linkingyou/$1
m3lite		http://purl.org/iot/vocab/m3-lite#	http://purl.org/iot/vocab/m3-lite#$1
ma-ont		http://www.w3.org/TR/mediaont-10/	http://www.w3.org/ns/ma-ont#$1
mads		http://www.loc.gov/standards/mads/rdf/	http://www.loc.gov/mads/rdf/v1#$1
marl		http://www.gsi.dit.upm.es/ontologies/marl/	http://www.gsi.dit.upm.es/ontologies/marl/ns#$1
maso		http://securitytoolbox.appspot.com/MASO	http://securitytoolbox.appspot.com/MASO#$1
md		http://def.seegrid.csiro.au/isotc211/iso19115/2003/metadata	http://def.seegrid.csiro.au/isotc211/iso19115/2003/metadata#$1
mdi		https://w3id.org/multidimensional-interface/ontology	https://w3id.org/multidimensional-interface/ontology#$1
mdo		https://w3id.org/mdo/full/	https://w3id.org/mdo/full/$1
mdo-calc		https://w3id.org/mdo/calculation/	https://w3id.org/mdo/calculation/$1
mdo-struc		https://w3id.org/mdo/structure/	https://w3id.org/mdo/structure/$1
mdoprov		https://w3id.org/mdo/provenance/	https://w3id.org/mdo/provenance/$1
mdr		http://semanticturkey.uniroma2.it/ns/mdr	http://semanticturkey.uniroma2.it/ns/mdr#$1
meb		http://rdf.myexperiment.org/ontologies/base/	http://rdf.myexperiment.org/ontologies/base/$1
media		http://purl.org/media	http://purl.org/media#$1
medred		http://w3id.org/medred/medred#	http://w3id.org/medred/medred#$1
mexalgo		http://mex.aksw.org/mex-algo	http://mex.aksw.org/mex-algo#$1
mexcore		http://mex.aksw.org/mex-core	http://mex.aksw.org/mex-core#$1
mexperf		http://mex.aksw.org/mex-perf	http://mex.aksw.org/mex-perf#$1
mil		http://rdf.muninn-project.org/ontologies/military	http://rdf.muninn-project.org/ontologies/military#$1
mls		http://ml-schema.github.io/documentation/	http://www.w3.org/ns/mls#$1
mo		http://musicontology.com/	http://purl.org/ontology/mo/$1
moac		http://www.observedchange.com/moac/ns#	http://observedchange.com/moac/ns#$1
moat		http://moat-project.org/ns#	http://moat-project.org/ns#$1
mod		http://www.isibang.ac.in/ns/mod	http://www.isibang.ac.in/ns/mod#$1
modsci		https://w3id.org/skgo/modsci#	https://w3id.org/skgo/modsci#$1
mrel		http://id.loc.gov/vocabulary/relators	http://id.loc.gov/vocabulary/relators/$1
msm		http://iserve.kmi.open.ac.uk/ns/msm	http://iserve.kmi.open.ac.uk/ns/msm#$1
msr		http://www.telegraphis.net/ontology/measurement/measurement#	http://www.telegraphis.net/ontology/measurement/measurement#$1
mtlo		http://www.ics.forth.gr/isl/MarineTLO/	http://www.ics.forth.gr/isl/MarineTLO/v4/marinetlo.owl#$1
munc		http://ns.inria.fr/munc/	http://ns.inria.fr/munc#$1
mus		https://github.com/DOREMUS-ANR/doremus-ontology	http://data.doremus.org/ontology#$1
music		http://www.kanzaki.com/ns/music	http://www.kanzaki.com/ns/music#$1
muto		http://purl.org/muto	http://purl.org/muto/core#$1
mv		http://schema.mobivoc.org/	http://schema.mobivoc.org/$1
mvco		http://dmag.ac.upc.edu/ontologies/mvco/	http://purl.oclc.org/NET/mvco.owl#$1
nao		http://www.semanticdesktop.org/ontologies/	http://www.semanticdesktop.org/ontologies/2007/08/15/nao#$1
nas		https://data.nasa.gov/ontologies/atmonto/NAS#	https://data.nasa.gov/ontologies/atmonto/NAS#$1
ncal		http://www.semanticdesktop.org/ontologies/2007/04/02/ncal/	http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#$1
nco		http://www.semanticdesktop.org/ontologies/	http://www.semanticdesktop.org/ontologies/2007/03/22/nco#$1
nen2660		https://w3id.org/nen2660/	https://w3id.org/nen2660/def#$1
nen3610		https://geonovum.github.io/nen3610-werkomgeving	http://modellen.geostandaarden.nl/def/nen3610#$1
nfo		http://www.semanticdesktop.org/ontologies	http://www.semanticdesktop.org/ontologies/2007/03/22/nfo#$1
ngeo		http://geovocab.org/geometry.html	http://geovocab.org/geometry#$1
nie		http://www.semanticdesktop.org/ontologies/	http://www.semanticdesktop.org/ontologies/2007/01/19/nie#$1
nif		http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#	http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#$1
nlon		http://lod.nl.go.kr/ontology/	http://lod.nl.go.kr/ontology/$1
nno		https://w3id.org/nno/ontology	https://w3id.org/nno/ontology#$1
noria		https://w3id.org/noria/ontology/	https://w3id.org/noria/ontology/$1
np		http://www.nanopub.org/2013/WD-guidelines-20131215/	http://www.nanopub.org/nschema#$1
npg		http://www.nature.com/ontologies/	http://ns.nature.com/terms/$1
nrl		http://www.semanticdesktop.org/ontologies/	http://www.semanticdesktop.org/ontologies/2007/08/15/nrl#$1
nrv		http://ns.inria.fr/nrv	http://ns.inria.fr/nrv#$1
nsl		http://www.bbc.co.uk/ontologies/storyline/2013-05-01.html	http://purl.org/ontology/storyline/$1
ntag		http://ns.inria.fr/nicetag/2010/09/09/voc.html	http://ns.inria.fr/nicetag/2010/09/09/voc#$1
oad		http://culturalis.org/oad#	http://culturalis.org/oad#$1
oae		http://www.ics.forth.gr/isl/oae/core	http://www.ics.forth.gr/isl/oae/core#$1
oan		http://data.lirmm.fr/ontologies/oan	http://data.lirmm.fr/ontologies/oan/$1
obsm		http://rdf.geospecies.org/methods/observationMethod.rdf	http://rdf.geospecies.org/methods/observationMethod#$1
obws		http://delicias.dia.fi.upm.es/ontologies/ObjectWithStates.owl	http://delicias.dia.fi.upm.es/ontologies/ObjectWithStates.owl#$1
oc		http://contextus.net/ontology/ontomedia/core/expression#	http://contextus.net/ontology/ontomedia/core/expression#$1
ocd		http://dati.camera.it/ocd/reference_document/	http://dati.camera.it/ocd/$1
ocds		https://github.com/ColinMaudry/open-contracting-ld	http://purl.org/onto-ocds/ocds#$1
odapp		http://vocab.deri.ie/odapp	http://vocab.deri.ie/odapp#$1
odapps		http://semweb.mmlab.be/ns/odapps	http://semweb.mmlab.be/ns/odapps#$1
odpart		http://www.ontologydesignpatterns.org/cp/owl/participation.owl	http://www.ontologydesignpatterns.org/cp/owl/participation.owl#$1
odrs		http://schema.theodi.org/odrs	http://schema.theodi.org/odrs#$1
odv		http://reference.data.gov.uk/def/organogram	http://reference.data.gov.uk/def/organogram/$1
oecc		http://www.oegov.org/core/owl/cc	http://www.oegov.org/core/owl/cc#$1
of		http://owlrep.eu01.aws.af.cm/fridge	http://owlrep.eu01.aws.af.cm/fridge#$1
ofo		https://w3id.org/ofo#	https://w3id.org/ofo#$1
ofrd		http://purl.org/opdm/refrigerator#	http://purl.org/opdm/refrigerator#$1
og		http://ogp.me/	http://ogp.me/ns#$1
oh		https://github.com/pietercolpaert/openinghoursontology	http://semweb.mmlab.be/ns/oh#$1
olca		https://w3id.org/vocab/olca	https://w3id.org/vocab/olca#$1
olo		http://smiy.sourceforge.net/olo/spec/orderedlistontology.html	http://purl.org/ontology/olo/core#$1
om		http://def.seegrid.csiro.au/isotc211/iso19156/2011/observation	http://def.seegrid.csiro.au/isotc211/iso19156/2011/observation#$1
omg		https://w3id.org/omg	https://w3id.org/omg#$1
oml		http://def.seegrid.csiro.au/ontology/om/om-lite	http://def.seegrid.csiro.au/ontology/om/om-lite#$1
omn		http://open-multinet.info/ontology/omn	http://open-multinet.info/ontology/omn#$1
omnfed		http://open-multinet.info/ontology/omn-federation	http://open-multinet.info/ontology/omn-federation#$1
omnlc		http://open-multinet.info/ontology/omn-lifecycle	http://open-multinet.info/ontology/omn-lifecycle#$1
onc		http://www.ics.forth.gr/isl/oncm/core	http://www.ics.forth.gr/isl/oncm/core#$1
ont		http://purl.org/net/ns/ontology-annot	http://purl.org/net/ns/ontology-annot#$1
ontolex		https://www.w3.org/2016/05/ontolex/	http://www.w3.org/ns/lemon/ontolex#$1
ontopic		http://www.ontologydesignpatterns.org/ont/dul/ontopic.owl	http://www.ontologydesignpatterns.org/ont/dul/ontopic.owl#$1
ontosec		http://www.semanticweb.org/ontologies/2008/11/OntologySecurity.owl	http://www.semanticweb.org/ontologies/2008/11/OntologySecurity.owl#$1
ontouml		https://w3id.org/ontouml	https://w3id.org/ontouml#$1
onyx		http://www.gsi.dit.upm.es/ontologies/onyx/	http://www.gsi.dit.upm.es/ontologies/onyx/ns#$1
oo		http://neologism.ecs.soton.ac.uk/oo	http://purl.org/openorg/$1
op		http://environment.data.gov.au/def/op	http://environment.data.gov.au/def/op#$1
open311		http://ontology.eil.utoronto.ca/open311.owl	http://ontology.eil.utoronto.ca/open311#$1
opm		https://w3id.org/opm	https://w3id.org/opm#$1
opmo		http://openprovenance.org/model/opmo	http://openprovenance.org/model/opmo#$1
opmv		http://purl.org/net/opmv/ns#	http://purl.org/net/opmv/ns#$1
opmw		http://www.opmw.org/ontology/	http://www.opmw.org/ontology/$1
opo		http://online-presence.net/opo/spec/	http://online-presence.net/opo/ns#$1
opus		http://knoesis.wright.edu/library/ontologies/swetodblp/	http://lsdis.cs.uga.edu/projects/semdis/opus#$1
orca		http://vocab.deri.ie/orca.html	http://vocab.deri.ie/orca#$1
ore		http://www.openarchives.org/ore/vocabulary	http://www.openarchives.org/ore/terms/$1
org		http://www.w3.org/TR/vocab-org/	http://www.w3.org/ns/org#$1
orges		http://datos.gob.es/def/sector-publico/organizacion#	http://datos.gob.es/def/sector-publico/organizacion#$1
osadm		http://data.ordnancesurvey.co.uk/ontology/admingeo/	http://data.ordnancesurvey.co.uk/ontology/admingeo/$1
osgeom		http://data.ordnancesurvey.co.uk/ontology/geometry/	http://data.ordnancesurvey.co.uk/ontology/geometry/$1
oslo		http://purl.org/oslo/ns/localgov	http://purl.org/oslo/ns/localgov#$1
osp		http://data.lirmm.fr/ontologies/osp	http://data.lirmm.fr/ontologies/osp#$1
osr		http://contextus.net/ontology/ontomedia/core/space#	http://contextus.net/ontology/ontomedia/core/space#$1
osspr		http://data.ordnancesurvey.co.uk/ontology/spatialrelations/	http://data.ordnancesurvey.co.uk/ontology/spatialrelations/$1
ostop		http://www.ordnancesurvey.co.uk/ontology/Topography/v0.1/Topography.owl	http://www.ordnancesurvey.co.uk/ontology/Topography/v0.1/Topography.owl#$1
otl		https://w3id.org/opentrafficlights	https://w3id.org/opentrafficlights#$1
oum		http://www.ontology-of-units-of-measure.org/resource/om-2/	http://www.ontology-of-units-of-measure.org/resource/om-2/$1
ov		http://open.vocab.org/terms	http://open.vocab.org/terms/$1
p-plan		http://www.opmw.org/model/p-plan/	http://purl.org/net/p-plan#$1
parl		http://reference.data.gov.uk/def/parliament	http://reference.data.gov.uk/def/parliament/$1
part		http://purl.org/vocab/participation/schema	http://purl.org/vocab/participation/schema#$1
passim		http://data.lirmm.fr/ontologies/passim	http://data.lirmm.fr/ontologies/passim#$1
pat		http://patchr.s16a.org/ontologies/patchr.html	http://purl.org/hpi/patchr#$1
pattern		http://www.essepuntato.it/2008/12/pattern	http://www.essepuntato.it/2008/12/pattern#$1
pay		http://data.gov.uk/resources/payments	http://reference.data.gov.uk/def/payment#$1
pbo		http://purl.org/ontology/pbo/core#	http://purl.org/ontology/pbo/core#$1
pc		http://purl.org/procurement/public-contracts	http://purl.org/procurement/public-contracts#$1
pdo		http://vocab.deri.ie/pdo	http://ontologies.smile.deri.ie/pdo#$1
peco		https://w3id.org/peco	https://w3id.org/peco#$1
pep		https://w3id.org/pep/	https://w3id.org/pep/$1
person		http://www.w3.org/ns/person	http://www.w3.org/ns/person#$1
pext		http://www.ontotext.com/proton-ontology	http://www.ontotext.com/proton/protonext#$1
phdd		http://www.ddialliance.org/Specification/RDF/PHDD	http://rdf-vocabulary.ddialliance.org/phdd#$1
pico		https://data.cochrane.org/ontologies/pico/index-en.html	http://data.cochrane.org/ontologies/pico/$1
pimsii		http://www.molmod.info/semantics/pims-ii.ttl	http://www.molmod.info/semantics/pims-ii.ttl#$1
place		http://purl.org/ontology/places	http://purl.org/ontology/places#$1
plink		http://cedric.cnam.fr/isid/ontologies/PersonLink.owl	http://cedric.cnam.fr/isid/ontologies/PersonLink.owl#$1
plo		http://purl.org/net/po#	http://purl.org/net/po#$1
pmlp		http://inference-web.org/2.0/pml-provenance.owl	http://inference-web.org/2.0/pml-provenance.owl#$1
pmofn		http://premon.fbk.eu/ontology/fn	http://premon.fbk.eu/ontology/fn#$1
pmonb		http://premon.fbk.eu/ontology/nb	http://premon.fbk.eu/ontology/nb#$1
pmopb		http://premon.fbk.eu/ontology/pb	http://premon.fbk.eu/ontology/pb#$1
pmovn		http://premon.fbk.eu/ontology/vn	http://premon.fbk.eu/ontology/vn#$1
pna		http://data.press.net/ontology/asset/	http://data.press.net/ontology/asset/$1
pnc		http://data.press.net/ontology/classification/	http://data.press.net/ontology/classification/$1
pne		http://data.press.net/ontology/event/	http://data.press.net/ontology/event/$1
pni		http://data.press.net/ontology/	http://data.press.net/ontology/identifier/$1
pns		http://data.press.net/ontology/stuff/	http://data.press.net/ontology/stuff/$1
pnt		http://data.press.net/ontology/tag/	http://data.press.net/ontology/tag/$1
po		http://www.bbc.co.uk/ontologies/programmes/2009-09-07.shtml	http://purl.org/ontology/po/$1
poder		http://dev.poderopedia.com/documentation/index	http://dev.poderopedia.com/vocab/$1
poso		http://purl.org/poso/	http://purl.org/poso/$1
posocm		http://purl.org/poso/common/	http://purl.org/poso/common/$1
postcode		http://data.ordnancesurvey.co.uk/ontology/postcode/	http://data.ordnancesurvey.co.uk/ontology/postcode/$1
poste		http://data.lirmm.fr/ontologies/poste	http://data.lirmm.fr/ontologies/poste#$1
ppo		http://vocab.deri.ie/ppo	http://vocab.deri.ie/ppo#$1
pproc		http://contsem.unizar.es/def/sector-publico/pproc.html	http://contsem.unizar.es/def/sector-publico/pproc#$1
pr		http://purl.org/ontology/prv/core#	http://purl.org/ontology/prv/core#$1
premis		http://id.loc.gov/ontologies/premis.html	http://www.loc.gov/premis/rdf/v1#$1
prissma		http://ns.inria.fr/prissma/v1/prissma_v1.html	http://ns.inria.fr/prissma/v2#$1
pro		http://purl.org/spar/pro	http://purl.org/spar/pro/$1
prof		http://www.w3.org/ns/dx/prof	http://www.w3.org/ns/dx/prof/$1
prog		http://purl.org/prog/	http://purl.org/prog/$1
provoc		http://ns.inria.fr/provoc	http://ns.inria.fr/provoc#$1
prv		http://purl.org/net/provenance/ns#	http://purl.org/net/provenance/ns#$1
prvt		http://purl.org/net/provenance/types#	http://purl.org/net/provenance/types#$1
psh		http://ns.inria.fr/probabilistic-shacl/psh.html	http://ns.inria.fr/probabilistic-shacl/$1
pso		http://purl.org/spar/pso	http://purl.org/spar/pso/$1
ptop		http://www.ontotext.com/proton-ontology	http://www.ontotext.com/proton/protontop#$1
pubsub		https://vocab.eccenca.com/pubsub/	https://vocab.eccenca.com/pubsub/$1
puv		https://github.com/nvs-vocabs/P01	https://w3id.org/env/puv#$1
qb4o		http://purl.org/qb4olap/cubes	http://purl.org/qb4olap/cubes#$1
qu		http://purl.oclc.org/NET/ssnx/qu/qu	http://purl.oclc.org/NET/ssnx/qu/qu#$1
r-arco		https://w3id.org/arco/ontology/arco	https://w3id.org/arco/ontology/arco/$1
r4r		http://guava.iis.sinica.edu.tw/r4r	http://guava.iis.sinica.edu.tw/r4r/$1
radion		http://www.w3.org/ns/radion#	http://www.w3.org/ns/radion#$1
rains		https://w3id.org/rains	https://w3id.org/rains#$1
rami		https://w3id.org/i40/rami/	http://iais.fraunhofer.de/vocabs/rami#$1
raul		http://vocab.deri.ie/raul.html	http://purl.org/NET/raul#$1
rb		https://w3id.org/riverbench/schema/metadata	https://w3id.org/riverbench/schema/metadata#$1
