#curie_map:
#  aberowl: http://aber-owl.net/ontology/
#  agroportal: http://agroportal.lirmm.fr/ontologies/
#  bartoc: https://bartoc.org/en/node/
#  biocontext: https://bioregistry.io/metaregistry/biocontext/
#  biolink: https://bioregistry.io/metaregistry/biolink/resolve/
#  bioportal: https://bioportal.bioontology.org/ontologies/
#  bioregistry: https://bioregistry.io/registry/
#  bioregistry.schema: https://bioregistry.io/schema/#
#  cellosaurus.resource: https://bioregistry.io/metaregistry/cellosaurus/resolve/
#  cheminf: https://semanticscience.org/resource/CHEMINF_
#  cropoct: https://cropontology.org/ontology/
#  ecoportal: http://ecoportal.lifewatch.eu/ontologies/
#  edam: http://edamontology.org/data_
#  fairsharing: https://fairsharing.org/
#  go.resource: https://bioregistry.io/metaregistry/go/resolve/
#  integbio: https://catalog.integbio.jp/dbcatalog/en/record/
#  lov: https://lov.linkeddata.es/dataset/lov/vocabs/
#  miriam: https://registry.identifiers.org/registry/
#  n2t: https://bioregistry.io/metaregistry/n2t/resolve/
#  ncbi.resource: https://bioregistry.io/metaregistry/ncbi/resolve/
#  obofoundry: https://www.obofoundry.org/ontology/
#  oid: https://oid-base.com/get/
#  ols: https://www.ebi.ac.uk/ols4/ontologies/
#  ontobee: http://www.ontobee.org/ontology/
#  pathguide: http://www.pathguide.org/fullrecord.php?DBID=
#  prefixcommons: https://registry.bio2kg.org/resource/
#  re3data: https://www.re3data.org/repository/
#  rrid: https://bioregistry.io/metaregistry/rrid/resolve/
#  tib.ts: https://terminology.tib.eu/ts/ontologies/
#  togoid: https://togoid.dbcls.jp/#
#  uniprot.resource: https://www.uniprot.org/database/
#  wikidata: http://www.wikidata.org/entity/
#  zazuko: https://bioregistry.io/metaregistry/zazuko/resolve/
#license: https://creativecommons.org/publicdomain/zero/1.0/
#mapping_set_id: https://github.com/biopragmatics/bioregistry/raw/main/exports/sssom/bioregistry.sssom.tsv
#mapping_set_title: Bioregistry
subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	mapping_justification	creator_id	issue_tracker_item	comment
bioregistry:srao	FAIRsharing Subject Ontology	skos:exactMatch		ols:srao	FAIRsharing Subject Ontology (SRAO)	semapv:UnspecifiedMatching			
bioregistry:ssn	Semantic Sensor Network Ontology	skos:exactMatch		aberowl:SSN	Semantic Sensor Network Ontology	semapv:UnspecifiedMatching			
bioregistry:ssn	Semantic Sensor Network Ontology	skos:exactMatch		agroportal:SSN	Semantic Sensor Network Ontology	semapv:UnspecifiedMatching			
bioregistry:ssn	Semantic Sensor Network Ontology	skos:exactMatch		bioportal:SSN	Semantic Sensor Network Ontology	semapv:UnspecifiedMatching			
bioregistry:ssn	Semantic Sensor Network Ontology	skos:exactMatch		fairsharing:FAIRsharing.c0bvcy	Semantic Sensor Network Ontology	semapv:UnspecifiedMatching			
bioregistry:ssn	Semantic Sensor Network Ontology	skos:exactMatch		lov:ssn	Semantic Sensor Network Ontology	semapv:UnspecifiedMatching			
bioregistry:ssn	Semantic Sensor Network Ontology	skos:exactMatch		tib.ts:ssn		semapv:UnspecifiedMatching			
bioregistry:ssn	Semantic Sensor Network Ontology	skos:exactMatch		zazuko:ssn		semapv:UnspecifiedMatching			
bioregistry:ssn.system	System capabilities, operating ranges, and survival ranges ontology	skos:exactMatch		tib.ts:ssnsystem		semapv:UnspecifiedMatching			
bioregistry:ssrn.article	Social Science Research Network Article	skos:exactMatch		wikidata:P893	SSRN article ID	semapv:UnspecifiedMatching			
bioregistry:ssrn.author	Social Science Research Network Author	skos:exactMatch		wikidata:P3747	SSRN author ID	semapv:UnspecifiedMatching			
bioregistry:sstoss	Sequence-Structural Templates of Single-member Superfamilies	skos:exactMatch		prefixcommons:sstoss	Sequence-Structural Templates of Single-member Superfamilies	semapv:UnspecifiedMatching			
bioregistry:stap	Statistical Torsional Angles Potentials	skos:exactMatch		biocontext:STAP		semapv:UnspecifiedMatching			
bioregistry:stap	Statistical Torsional Angles Potentials	skos:exactMatch		miriam:stap	STAP	semapv:UnspecifiedMatching			
bioregistry:stap	Statistical Torsional Angles Potentials	skos:exactMatch		n2t:stap	STAP at Korean Bioinformation Center	semapv:UnspecifiedMatching			
bioregistry:stato	The Statistical Methods Ontology	bioregistry.schema:0000018		bioregistry:ontoavida		semapv:UnspecifiedMatching			
bioregistry:stato	The Statistical Methods Ontology	bioregistry.schema:0000018		bioregistry:psdo		semapv:UnspecifiedMatching			
bioregistry:stato	The Statistical Methods Ontology	bioregistry.schema:0000018		bioregistry:scdo		semapv:UnspecifiedMatching			
bioregistry:stato	The Statistical Methods Ontology	skos:exactMatch		aberowl:STATO	The Statistical Methods Ontology	semapv:UnspecifiedMatching			
bioregistry:stato	The Statistical Methods Ontology	skos:exactMatch		biocontext:STATO		semapv:UnspecifiedMatching			
bioregistry:stato	The Statistical Methods Ontology	skos:exactMatch		bioportal:STATO	Statistics Ontology	semapv:UnspecifiedMatching			
bioregistry:stato	The Statistical Methods Ontology	skos:exactMatch		fairsharing:FAIRsharing.na5xp	Statistics Ontology	semapv:UnspecifiedMatching			
bioregistry:stato	The Statistical Methods Ontology	skos:exactMatch		miriam:stato	Statistical Ontology	semapv:UnspecifiedMatching			
bioregistry:stato	The Statistical Methods Ontology	skos:exactMatch		obofoundry:stato	The Statistical Methods Ontology	semapv:UnspecifiedMatching			
bioregistry:stato	The Statistical Methods Ontology	skos:exactMatch		ols:stato	STATO: the statistical methods ontology	semapv:UnspecifiedMatching			
bioregistry:stato	The Statistical Methods Ontology	skos:exactMatch		ontobee:STATO	The Statistical Methods Ontology	semapv:UnspecifiedMatching			
bioregistry:stato	The Statistical Methods Ontology	skos:exactMatch		tib.ts:stato		semapv:UnspecifiedMatching			
bioregistry:stato	The Statistical Methods Ontology	skos:exactMatch		wikidata:Q83428681		semapv:UnspecifiedMatching			
bioregistry:stitch	Search Tool for Interactions of Chemicals	skos:exactMatch		biocontext:STITCH		semapv:UnspecifiedMatching			
bioregistry:stitch	Search Tool for Interactions of Chemicals	skos:exactMatch		miriam:stitch	STITCH	semapv:UnspecifiedMatching			
bioregistry:stitch	Search Tool for Interactions of Chemicals	skos:exactMatch		n2t:stitch	STITCH	semapv:UnspecifiedMatching			
bioregistry:stitch	Search Tool for Interactions of Chemicals	skos:exactMatch		pathguide:313	Chemical-Protein Interaction Networks	semapv:UnspecifiedMatching			
bioregistry:stitch	Search Tool for Interactions of Chemicals	skos:exactMatch		prefixcommons:stitch	STITCH: Chemical-Protein Interactions	semapv:UnspecifiedMatching			
bioregistry:stitch	Search Tool for Interactions of Chemicals	skos:exactMatch		re3data:r3d100012165	STITCH	semapv:UnspecifiedMatching			
bioregistry:storedb	Store DB	skos:exactMatch		biocontext:STOREDB		semapv:UnspecifiedMatching			
bioregistry:storedb	Store DB	skos:exactMatch		integbio:nbdc02191	STOREDB	semapv:UnspecifiedMatching			
bioregistry:storedb	Store DB	skos:exactMatch		miriam:storedb	STOREDB	semapv:UnspecifiedMatching			
bioregistry:storedb	Store DB	skos:exactMatch		n2t:storedb	STOREDB at University of Cambridge	semapv:UnspecifiedMatching			
bioregistry:storedb	Store DB	skos:exactMatch		re3data:r3d100011049	STOREDB	semapv:UnspecifiedMatching			
bioregistry:strenda	Standards for Reporting Enzymology Data	skos:exactMatch		integbio:nbdc02138	Standards for Reporting Enzymology Data Database	semapv:UnspecifiedMatching			
bioregistry:strenda	Standards for Reporting Enzymology Data	skos:exactMatch		re3data:r3d100012329	STRENDA DB	semapv:UnspecifiedMatching			
bioregistry:strenda	Standards for Reporting Enzymology Data	skos:exactMatch		uniprot.resource:DB-0278		semapv:UnspecifiedMatching			
bioregistry:string	Search Tool for Retrieval of Interacting Genes/Proteins	bioregistry.schema:0000011		bioregistry:uniprot		semapv:UnspecifiedMatching			
bioregistry:string	Search Tool for Retrieval of Interacting Genes/Proteins	skos:exactMatch		biocontext:STRING		semapv:UnspecifiedMatching			
bioregistry:string	Search Tool for Retrieval of Interacting Genes/Proteins	skos:exactMatch		edam:2302	STRING	semapv:UnspecifiedMatching			
bioregistry:string	Search Tool for Retrieval of Interacting Genes/Proteins	skos:exactMatch		integbio:nbdc00690	Search Tool for the Retrieval of Interacting Genes/Proteins	semapv:UnspecifiedMatching			
bioregistry:string	Search Tool for Retrieval of Interacting Genes/Proteins	skos:exactMatch		miriam:string	STRING	semapv:UnspecifiedMatching			
bioregistry:string	Search Tool for Retrieval of Interacting Genes/Proteins	skos:exactMatch		n2t:string	STRING Mirror at Heidelberg	semapv:UnspecifiedMatching			
bioregistry:string	Search Tool for Retrieval of Interacting Genes/Proteins	skos:exactMatch		pathguide:93	Search Tool for the Retrieval of Interacting Genes/Proteins	semapv:UnspecifiedMatching			
bioregistry:string	Search Tool for Retrieval of Interacting Genes/Proteins	skos:exactMatch		prefixcommons:string	STRING: functional protein association networks	semapv:UnspecifiedMatching			
bioregistry:string	Search Tool for Retrieval of Interacting Genes/Proteins	skos:exactMatch		re3data:r3d100010604	STRING	semapv:UnspecifiedMatching			
bioregistry:string	Search Tool for Retrieval of Interacting Genes/Proteins	skos:exactMatch		uniprot.resource:DB-0141		semapv:UnspecifiedMatching			
bioregistry:string		skos:exactMatch		uniprot:DB-0141		semapv:MappingReview	orcid:0009-0009-5240-7463		
bioregistry:string		skos:exactMatch	Not	zazuko:string		semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
bioregistry:sty	UMLS Semantic Types Ontology	skos:exactMatch		aberowl:STY	Semantic Types Ontology	semapv:UnspecifiedMatching			
bioregistry:sty	UMLS Semantic Types Ontology	skos:exactMatch		agroportal:STY	UMLS Semantic Network	semapv:UnspecifiedMatching			
bioregistry:sty	UMLS Semantic Types Ontology	skos:exactMatch		bartoc:21017	UMLS Semantic Network	semapv:UnspecifiedMatching			
bioregistry:sty	UMLS Semantic Types Ontology	skos:exactMatch		biolink:STY		semapv:UnspecifiedMatching			
bioregistry:sty		skos:exactMatch	Not	biolink:UMLSSG		semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
bioregistry:sty	UMLS Semantic Types Ontology	skos:exactMatch		bioportal:STY	Semantic Types Ontology	semapv:UnspecifiedMatching			
bioregistry:sty	UMLS Semantic Types Ontology	skos:exactMatch		ecoportal:STY	UMLS Semantic Network	semapv:UnspecifiedMatching			
bioregistry:sty		skos:exactMatch		wikidata:P11955		semapv:ManualMappingCuration	orcid:0009-0008-8406-631X	bioregistry.issue:1496	
bioregistry:sty	UMLS Semantic Types Ontology	skos:exactMatch		wikidata:P11955	UMLS Semantic Network ID	semapv:UnspecifiedMatching			
bioregistry:subtilist	SubtiList	skos:exactMatch		biocontext:SUBTILIST		semapv:UnspecifiedMatching			
bioregistry:subtilist	SubtiList	skos:exactMatch		miriam:subtilist	SubtiList	semapv:UnspecifiedMatching			
bioregistry:subtilist	SubtiList	skos:exactMatch		n2t:subtilist	SubtiList at Pasteur Institute	semapv:UnspecifiedMatching			
bioregistry:subtilist	SubtiList	skos:exactMatch		ncbi.resource:SubtiList		semapv:UnspecifiedMatching			
bioregistry:subtilist	SubtiList	skos:exactMatch		prefixcommons:subtilist	Bacillus subtilis strain 168 genome database	semapv:UnspecifiedMatching			
bioregistry:subtiwiki	SubtiWiki	skos:exactMatch		biocontext:SUBTIWIKI		semapv:UnspecifiedMatching			
bioregistry:subtiwiki	SubtiWiki	skos:exactMatch		integbio:nbdc00693	SubtiWiki	semapv:UnspecifiedMatching			
bioregistry:subtiwiki	SubtiWiki	skos:exactMatch		miriam:subtiwiki	SubtiWiki	semapv:UnspecifiedMatching			
bioregistry:subtiwiki	SubtiWiki	skos:exactMatch		n2t:subtiwiki	SubtiWiki website	semapv:UnspecifiedMatching			
bioregistry:subtiwiki	SubtiWiki	skos:exactMatch		prefixcommons:subtiwiki	SubtiWiki	semapv:UnspecifiedMatching			
bioregistry:sugarbind	SugarBind	skos:exactMatch		aberowl:SUGARBIND	SugarBind	semapv:UnspecifiedMatching			
bioregistry:sugarbind	SugarBind	skos:exactMatch		biocontext:SUGARBIND		semapv:UnspecifiedMatching			
bioregistry:sugarbind	SugarBind	skos:exactMatch		bioportal:SUGARBIND	SugarBind	semapv:UnspecifiedMatching			
bioregistry:sugarbind	SugarBind	skos:exactMatch		integbio:nbdc02224	SugarBind	semapv:UnspecifiedMatching			
bioregistry:sugarbind	SugarBind	skos:exactMatch		miriam:sugarbind	SugarBind	semapv:UnspecifiedMatching			
bioregistry:sugarbind	SugarBind	skos:exactMatch		n2t:sugarbind	SugarBind	semapv:UnspecifiedMatching			
bioregistry:sulo	Simplified Upper Level Ontology	skos:exactMatch		lov:sulo	Simplified Upper Level Ontology	semapv:UnspecifiedMatching			
bioregistry:supfam	SUPERFAMILY	skos:exactMatch		biocontext:SUPFAM		semapv:UnspecifiedMatching			
bioregistry:supfam	SUPERFAMILY	skos:exactMatch		miriam:supfam	SUPFAM	semapv:UnspecifiedMatching			
bioregistry:supfam	SUPERFAMILY	skos:exactMatch		n2t:supfam	SUPFAM at MRC and University of Bristol	semapv:UnspecifiedMatching			
bioregistry:supfam		skos:exactMatch		prefixcommons:superfamily		semapv:ManualMappingCuration	orcid:0009-0008-8406-631X	bioregistry.issue:1496	
bioregistry:supfam	SUPERFAMILY	skos:exactMatch		prefixcommons:superfamily	SUPERFAMILY database of structural and functional annotation	semapv:UnspecifiedMatching			
bioregistry:supfam	SUPERFAMILY	skos:exactMatch		uniprot.resource:DB-0155		semapv:UnspecifiedMatching			
bioregistry:surechembl	SureChEMBL ID	skos:exactMatch		re3data:r3d100011037	SureChEMBL	semapv:UnspecifiedMatching			
bioregistry:surechembl	SureChEMBL ID	skos:exactMatch		wikidata:P2877	SureChEMBL ID	semapv:UnspecifiedMatching			
bioregistry:sustaingraph	SustainGraph Ontology	skos:exactMatch		tib.ts:sustaingraph		semapv:UnspecifiedMatching			
bioregistry:sweet	Semantic Web for Earth and Environment Technology Ontology	skos:exactMatch		aberowl:SWEET	Semantic Web for Earth and Environment Technology Ontology	semapv:UnspecifiedMatching			
bioregistry:sweet	Semantic Web for Earth and Environment Technology Ontology	skos:exactMatch		bartoc:20510	Semantic Web for Earth and Environment Technology Ontology	semapv:UnspecifiedMatching			
bioregistry:sweet	Semantic Web for Earth and Environment Technology Ontology	skos:exactMatch		bioportal:SWEET	Semantic Web for Earth and Environment Technology Ontology	semapv:UnspecifiedMatching			
bioregistry:sweet	Semantic Web for Earth and Environment Technology Ontology	skos:exactMatch		fairsharing:FAIRsharing.jh4xht	Semantic Web for Earth and Environmental Terminology Ontology	semapv:UnspecifiedMatching			
bioregistry:sweet	Semantic Web for Earth and Environment Technology Ontology	skos:exactMatch		tib.ts:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.hu	SWEET Ontology Human	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.hua	SWEET Ontology Human Agriculture	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.huc	SWEET Ontology Human Commerce	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.hud	SWEET Ontology Human Decision	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.huea	SWEET Ontology Human Environmental Assessment	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.hueccont	SWEET Ontology Human Environmental Control	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.huecons	SWEET Ontology Human Environmental Conservation	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.hues	SWEET Ontology Human Environmental Standards	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.huj	SWEET Ontology Human Jurisdiction	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.hukd	SWEET Ontology Human Knowledge Domain	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.hur	SWEET Ontology Human Research	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.hut	SWEET Ontology Human Transportation	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.hutr	SWEET Ontology Human Technology Readiness	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.ma	SWEET Ontology Materials	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.maae	SWEET Ontology Material Aerosol	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.mab	SWEET Ontology Material Biomass	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.mac	SWEET Ontology Material Compound	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.mael	SWEET Ontology Material Element	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.maem	SWEET Ontology Material Elemental Molecule	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.maen	SWEET Ontology Material Energy	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.maeq	SWEET Ontology Material Equipment	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.maf	SWEET Ontology Material Facility	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.maind	SWEET Ontology Material Industrial	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.mains	SWEET Ontology Material Instrument	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.maio	SWEET Ontology Material Ion	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.mais	SWEET Ontology Material Isotope	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.mamic	SWEET Ontology Material Microbiota	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.mamin	SWEET Ontology Material Mineral	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.man	SWEET Ontology Material Animal	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.manr	SWEET Ontology Material Natural Resource	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.maoc	SWEET Ontology Material Organic Compound	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.mapa	SWEET Ontology Material Particle	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.mapl	SWEET Ontology Material Plant	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.marock	SWEET Ontology Material Rock	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.marocki	SWEET Ontology Material Rock Igneous	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.mas	SWEET Ontology Material Sediment	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.maw	SWEET Ontology Material Water	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.ph	SWEET Ontology Phenomena	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phatmo	SWEET Ontology Phenomena Atmosphere	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phatmoc	SWEET Ontology Phenomena Atmosphere Cloud	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phatmofo	SWEET Ontology Phenomena Atmosphere Fog	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phatmofr	SWEET Ontology Phenomena Atmosphere Front	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phatmol	SWEET Ontology Phenomena Atmosphere Lightning	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phatmopc	SWEET Ontology Phenomena Atmosphere Precipitation	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phatmops	SWEET Ontology Phenomena Atmosphere Pressure	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phatmos	SWEET Ontology Phenomena Atmosphere Sky	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phatmot	SWEET Ontology Phenomena Atmosphere Transport	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phatmow	SWEET Ontology Phenomena Atmosphere Wind	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phatmowm	SWEET Ontology Phenomena Atmosphere Wind Mesoscale	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phb	SWEET Ontology Phenomena Biology	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phcm	SWEET Ontology Phenomena Cycle Material	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phcr	SWEET Ontology Phenomena Cryosphere	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phcy	SWEET Ontology Phenomena Cycle	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phec	SWEET Ontology Phenomena Ecology	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phei	SWEET Ontology Phenomena Environmental Impact	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phel	SWEET Ontology Phenomena ElectroMagnetic	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phen	SWEET Ontology Phenomena Energy	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phfd	SWEET Ontology Phenomena Fluid Dynamics	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phfi	SWEET Ontology Phenomena Fluid Instability	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phft	SWEET Ontology Phenomena Fluid Transport	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phg	SWEET Ontology Phenomena Geologic	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phgf	SWEET Ontology Phenomena Geologic Fault	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phgg	SWEET Ontology Phenomena Geologic Geomorphology	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phgs	SWEET Ontology Phenomena Geologic Seismicity	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phgt	SWEET Ontology Phenomena Geologic Tectonic	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phgv	SWEET Ontology Phenomena Geologic Volcano	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phhe	SWEET Ontology Phenomena Heliosphere	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phhy	SWEET Ontology Phenomena Hydrosphere	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phm	SWEET Ontology Phenomena Mixing	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.pho	SWEET Ontology Phenomena Ocean	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phoc	SWEET Ontology Phenomena Ocean Coastal	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phod	SWEET Ontology Phenomena Ocean Dynamics	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phpc	SWEET Ontology Phenomena Planetary Climate	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phr	SWEET Ontology Phenomena Reaction	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phso	SWEET Ontology Phenomena Solid	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phst	SWEET Ontology Phenomena Star	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phsy	SWEET Ontology Phenomena System	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phsyc	SWEET Ontology Phenomena System Complexity	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phw	SWEET Ontology Phenomena Wave	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.phwn	SWEET Ontology Phenomena Wave Noise	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.proc	SWEET Ontology Process	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.procc	SWEET Ontology Process Chemical	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.procp	SWEET Ontology Process Physical	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.procsc	SWEET Ontology Process State Change	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.procw	SWEET Ontology Process Wave	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.prop	SWEET Ontology Property	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.propb	SWEET Ontology Property Binary	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.propcap	SWEET Ontology Property Capacity	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.propcat	SWEET Ontology Property Categorical	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.propcha	SWEET Ontology Property Charge	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.propche	SWEET Ontology Property Chemical	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.propcon	SWEET Ontology Property Conductivity	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.propcou	SWEET Ontology Property Count	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.propdife	SWEET Ontology Property Difference	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.propdifu	SWEET Ontology Property Diffusivity	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.propdr	SWEET Ontology Property Dimensionless Ratio	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.prope	SWEET Ontology Property Energy	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.propef	SWEET Ontology Property Energy Flux	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.propfr	SWEET Ontology Property Fraction	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.propfu	SWEET Ontology Property Function	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
bioregistry:sweet.propi	SWEET Ontology Property Index	BFO:0000050		bioregistry:sweet		semapv:UnspecifiedMatching			
